GROUP_SET,GROUP_ID,lineup,TEAM_ID,team,GP,W,L,W_PCT,minutes,E_OFF_RATING,off_rtg,E_DEF_RATING,def_rtg,E_NET_RATING,net_rtg,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-203084-1627734-1628368-1628370-1631099-,H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Murray,1610612758,SAC,36,21,15,0.583,151.0,114.1,115.3,122.2,117.0,-8.0,-1.8,0.551,2.11,16.4,0.324,0.786,0.525,0.108,0.517,0.566,103.5,105.17,87.65,334,0.473,18,24,15886,6174,55,6004,9509,8400,7866,2395,7873,5594,5987,5808,8285,7034,7364,7926,7875,453875
Lineups,-2544-203076-1626156-1627752-1629629-,L. James - A. Davis - D. Russell - T. Prince - C. Reddish,1610612747,LAL,14,9,5,0.643,151.0,107.9,108.8,108.6,108.5,-0.6,0.3,0.731,2.0,21.3,0.215,0.709,0.481,0.148,0.548,0.583,105.3,104.96,87.46,330,0.518,183,164,15354,5936,56,6823,8306,6670,4940,2425,4531,7512,7649,8544,10287,6508,6797,8045,6868,452755
Lineups,-203468-1626204-1627742-1629627-1630529-,C. McCollum - L. Nance Jr. - B. Ingram - Z. Williamson - H. Jones,1610612740,NOP,25,15,10,0.6,150.0,109.5,106.5,114.1,110.9,-4.7,-4.4,0.632,1.84,18.6,0.255,0.727,0.486,0.139,0.527,0.568,97.0,99.77,83.14,310,0.481,40,41,15824,6018,57,7074,8577,8612,6737,3624,6279,6424,7331,8469,9658,6906,7327,10658,7738,449585
Lineups,-203991-203992-1627749-1630180-1630552-,C. Capela - B. Bogdanovic - D. Murray - S. Bey - J. Johnson,1610612737,ATL,20,10,10,0.5,149.0,107.3,107.0,115.6,113.7,-8.3,-6.7,0.561,1.82,15.3,0.367,0.718,0.537,0.12,0.473,0.518,100.4,101.43,84.52,316,0.483,74,128,15824,6304,58,7031,8971,8797,7778,3651,8291,4271,7409,5577,8855,9095,8497,9847,7690,447925
Lineups,-201935-202331-202695-203486-1629611-,J. Harden - P. George - K. Leonard - M. Plumlee - T. Mann,1610612746,LAC,11,9,2,0.818,148.0,132.2,133.2,116.9,117.8,15.3,15.4,0.63,3.41,21.6,0.299,0.716,0.524,0.092,0.631,0.659,96.2,95.39,79.49,295,0.575,316,164,12377,4921,61,4030,9561,5483,6757,1005,4327,5867,7413,5845,7751,4593,4926,12450,5748,443085
Lineups,-202685-203468-1629627-1630529-1630530-,J. Valanciunas - C. McCollum - Z. Williamson - H. Jones - T. Murphy III,1610612740,NOP,21,14,7,0.667,148.0,108.8,110.1,108.2,109.1,0.6,1.0,0.59,2.41,18.8,0.227,0.76,0.479,0.107,0.529,0.549,104.5,103.49,86.24,317,0.503,66,55,15669,5383,60,6618,8334,6617,7454,2123,6144,7347,6307,8606,8280,6874,7782,8764,7105,443180
Lineups,-1626167-1628971-1630167-1630169-1631097-,M. Turner - B. Brown - O. Toppin - T. Haliburton - B. Mathurin,1610612754,IND,20,12,8,0.6,148.0,115.8,118.6,121.6,122.6,-5.8,-4.0,0.642,2.0,19.1,0.304,0.711,0.508,0.134,0.558,0.606,108.2,106.41,88.67,328,0.476,74,79,15743,6018,59,5584,10188,8580,6636,2425,6033,5772,7639,6066,9568,6272,6234,7341,7831,443205
Lineups,-203482-203903-1630534-1631117-1641718-,K. Olynyk - J. Clarkson - O. Agbaji - W. Kessler - K. George,1610612762,UTA,16,11,5,0.688,146.0,110.1,110.0,123.3,122.4,-13.2,-12.4,0.713,1.64,20.4,0.282,0.641,0.49,0.171,0.567,0.616,101.2,101.64,84.7,310,0.478,133,99,15354,5374,62,6622,10172,9254,5199,3910,4830,6162,9269,8431,11201,6067,5944,9756,7775,437795
Lineups,-1630191-1630595-1631093-1631105-1641709-,I. Stewart - C. Cunningham - J. Ivey - J. Duren - A. Thompson,1610612765,DET,14,4,10,0.286,145.0,111.0,110.4,117.9,118.1,-6.8,-7.7,0.655,1.66,18.5,0.326,0.775,0.548,0.157,0.527,0.574,99.8,99.98,83.32,299,0.458,183,709,15824,8666,63,6608,9570,8878,6531,3907,6312,5590,6179,5265,10506,6903,7077,10568,8166,434240
Lineups,-1629640-1630170-1630200-1631110-1641705-,K. Johnson - D. Vassell - T. Jones - J. Sochan - V. Wembanyama,1610612759,SAS,39,12,27,0.308,142.0,117.6,117.4,100.9,96.6,16.6,20.8,0.73,2.5,21.3,0.349,0.689,0.52,0.124,0.565,0.603,106.5,108.96,90.8,322,0.628,13,79,15899,8661,64,5693,5822,4966,4945,1906,4523,4432,7879,5895,8922,6104,6310,6297,4893,424875
Lineups,-201939-202691-203110-203952-1626172-,S. Curry - K. Thompson - D. Green - A. Wiggins - K. Looney,1610612744,GSW,13,5,8,0.385,140.0,109.3,109.0,119.5,118.1,-10.3,-9.1,0.676,1.34,17.3,0.387,0.801,0.581,0.187,0.521,0.563,100.8,101.49,84.57,299,0.458,217,511,15743,8086,65,6813,9569,8988,5454,4464,6922,4040,5506,4474,11539,6990,7401,9827,8144,420000
Lineups,-201942-202696-1629632-1630172-1630245-,D. DeRozan - N. Vucevic - C. White - P. Williams - A. Dosunmu,1610612741,CHI,20,11,9,0.55,139.0,118.9,118.2,106.1,100.7,12.7,17.5,0.699,2.97,21.1,0.264,0.732,0.505,0.101,0.549,0.588,96.5,99.33,82.77,286,0.574,74,99,15795,6261,66,5602,7740,5233,5313,1726,4577,6350,7258,6084,8145,6498,6738,10804,5767,417525
Lineups,-203992-1629027-1630168-1630180-1630552-,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - J. Johnson,1610612737,ATL,19,10,9,0.526,136.0,122.8,123.0,108.3,109.3,14.4,13.7,0.677,2.25,21.0,0.313,0.74,0.54,0.133,0.595,0.635,106.2,105.65,88.04,300,0.581,87,128,15795,6298,67,5016,8416,5628,5450,2268,4649,5667,7168,5460,9451,5450,5428,7680,5650,408885
Lineups,-201587-202699-203954-1626162-1630178-,N. Batum - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,1610612755,PHI,12,11,1,0.917,136.0,123.4,123.3,116.0,115.4,7.4,7.9,0.73,2.79,22.3,0.287,0.681,0.495,0.117,0.575,0.619,99.9,100.12,83.44,283,0.545,265,99,4804,4807,68,4976,9233,6145,4944,1768,3896,5939,7968,8382,8722,5870,5888,10475,6341,408460
Lineups,-203991-203992-1627749-1629631-1630552-,C. Capela - B. Bogdanovic - D. Murray - D. Hunter - J. Johnson,1610612737,ATL,24,12,12,0.5,135.0,106.8,104.3,110.3,107.0,-3.6,-2.6,0.706,1.71,20.1,0.246,0.812,0.533,0.163,0.546,0.579,103.7,106.58,88.81,300,0.508,45,79,15864,6304,69,7230,8137,8465,5218,3769,4877,7186,5472,5679,10604,6525,6976,7282,7045,406020
Lineups,-1628384-1628392-1628404-1628973-1628978-,O. Anunoby - I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo,1610612752,NYK,10,9,1,0.9,131.0,116.3,118.3,104.9,102.7,11.4,15.6,0.593,1.87,19.5,0.322,0.816,0.573,0.148,0.574,0.595,96.0,96.26,80.22,263,0.582,388,164,4804,4812,70,5601,7799,5471,7439,3601,5907,5602,5430,4546,10286,5875,6596,12084,5634,394175
Lineups,-203084-1627734-1628368-1630537-1631099-,H. Barnes - D. Sabonis - D. Fox - C. Duarte - K. Murray,1610612758,SAC,13,7,6,0.538,130.0,107.7,112.2,109.8,110.7,-2.1,1.5,0.549,1.34,17.2,0.366,0.766,0.553,0.185,0.551,0.561,102.7,100.21,83.51,271,0.483,217,280,15552,6278,72,6422,8570,6590,7874,4463,6973,4279,6250,5213,11514,6412,7521,10435,7695,389430
Lineups,-203903-1628374-1628381-1630534-1641718-,J. Clarkson - L. Markkanen - J. Collins - O. Agbaji - K. George,1610612762,UTA,12,5,7,0.417,130.0,111.8,111.8,120.3,119.6,-8.5,-7.8,0.6,1.78,17.3,0.321,0.712,0.506,0.137,0.524,0.561,100.5,100.79,83.99,271,0.442,265,511,15669,7950,71,6450,9700,8882,7029,3685,6911,5603,7637,6081,9627,6954,7520,10171,8477,390030
Lineups,-201144-203497-1626157-1629638-1630162-,M. Conley - R. Gobert - K. Towns - N. Alexander-Walker - A. Edwards,1610612750,MIN,18,14,4,0.778,124.0,109.1,110.6,103.5,103.1,5.6,7.6,0.63,1.66,18.7,0.252,0.739,0.502,0.156,0.555,0.581,101.5,101.03,84.19,263,0.544,99,55,15028,5040,73,6588,7820,6173,6759,3908,6263,6429,7180,6094,10484,6380,6960,10072,6350,373435
Lineups,-201144-203497-203937-1630162-1630183-,M. Conley - R. Gobert - K. Anderson - A. Edwards - J. McDaniels,1610612750,MIN,34,27,7,0.794,123.0,99.1,95.7,111.8,108.2,-12.6,-12.5,0.637,1.49,15.9,0.345,0.744,0.531,0.151,0.454,0.5,97.1,100.44,83.7,258,0.459,22,11,15669,5032,74,9318,8256,9255,6655,4369,7976,4446,7146,5697,10336,9400,9912,10348,8136,368465
Lineups,-201942-202696-203897-1629632-1630172-,D. DeRozan - N. Vucevic - Z. LaVine - C. White - P. Williams,1610612741,CHI,15,6,9,0.4,122.0,115.5,115.9,121.9,121.4,-6.3,-5.5,0.54,2.26,18.2,0.202,0.815,0.493,0.108,0.572,0.597,98.6,98.57,82.14,251,0.453,154,376,15795,7959,75,5937,10037,8697,7931,2267,6662,7586,5433,8393,8282,5890,6518,11201,8249,367430
Lineups,-201935-202331-202695-1626181-1627826-,J. Harden - P. George - K. Leonard - N. Powell - I. Zubac,1610612746,LAC,28,17,11,0.607,121.0,122.8,121.3,102.1,102.9,20.7,18.4,0.634,2.73,20.0,0.23,0.75,0.493,0.101,0.583,0.629,99.0,99.29,82.74,258,0.621,32,31,15844,6017,76,5188,7812,5170,6729,1788,4885,7329,6347,8391,8143,5589,5543,10902,4988,364010
Lineups,-201572-203081-203507-1626192-1627736-,B. Lopez - D. Lillard - G. Antetokounmpo - P. Connaughton - M. Beasley,1610612749,MIL,26,19,7,0.731,120.0,119.8,117.4,100.5,95.7,19.3,21.7,0.66,1.61,17.7,0.225,0.816,0.562,0.145,0.583,0.656,107.5,111.32,92.76,282,0.619,37,26,15669,5291,77,5702,5778,4907,6517,3938,6746,7357,5428,4974,10220,5589,4983,5463,5005,360915
Lineups,-201143-204001-1627759-1628369-1628401-,A. Horford - K. Porzingis - J. Brown - J. Tatum - D. White,1610612738,BOS,20,15,5,0.75,118.0,127.2,123.7,106.9,107.5,20.3,16.2,0.632,3.79,20.2,0.231,0.802,0.522,0.074,0.578,0.616,102.8,103.93,86.61,257,0.592,74,41,15354,5070,79,4950,8200,5426,6738,881,4875,7273,5505,5857,7116,5813,5935,8529,5481,352610
Lineups,-1627747-1627777-1629636-1630171-1630596-,C. LeVert - G. Niang - D. Garland - I. Okoro - E. Mobley,1610612739,CLE,17,11,6,0.647,118.0,119.0,120.0,98.0,96.9,21.1,23.1,0.771,2.0,23.8,0.276,0.688,0.519,0.171,0.639,0.659,101.5,101.66,84.72,245,0.617,117,99,15552,5931,78,5250,5834,4815,4267,2425,3483,6208,7882,5915,11203,4482,4916,9711,5044,353410
Lineups,-1628392-1628404-1628978-1629628-1630193-,I. Hartenstein - J. Hart - D. DiVincenzo - R. Barrett - I. Quickley,1610612752,NYK,14,9,5,0.643,116.0,109.8,110.6,103.6,102.3,6.2,8.2,0.586,1.61,16.7,0.346,0.695,0.514,0.146,0.514,0.551,103.3,103.6,86.33,246,0.519,183,164,15354,5936,80,6593,7786,6126,7481,3935,7054,4440,7806,5983,10230,7068,7723,8714,6850,348880
Lineups,-203995-1628970-1630208-1630544-1641706-,V. Micic - M. Bridges - N. Richards - T. Mann - B. Miller,1610612766,CHA,12,3,9,0.25,115.0,111.3,111.8,121.7,120.7,-10.4,-8.9,0.625,1.82,19.8,0.235,0.67,0.444,0.15,0.573,0.594,92.1,92.2,76.84,220,0.427,265,1045,15795,8704,81,6449,9991,8972,6774,3646,5828,7265,8003,9295,10296,5888,6604,13482,8788,345150
Lineups,-1630595-1631093-1631105-1631323-1641709-,C. Cunningham - J. Ivey - J. Duren - S. Fontecchio - A. Thompson,1610612765,DET,10,2,8,0.2,113.0,108.2,110.3,107.0,106.5,1.2,3.8,0.604,2.29,18.6,0.295,0.791,0.529,0.115,0.518,0.541,104.3,103.5,86.25,243,0.497,388,1678,15743,8908,82,6614,8107,6445,7025,2248,6275,5882,5962,5747,8678,7030,7952,8756,7501,339465
Lineups,-203924-1627763-1629028-1631101-1641739-,J. Grant - M. Brogdon - D. Ayton - S. Sharpe - T. Camara,1610612757,POR,10,5,5,0.5,113.0,107.0,106.8,111.0,113.4,-4.0,-6.7,0.602,1.35,15.6,0.288,0.68,0.468,0.157,0.49,0.556,102.1,101.05,84.2,236,0.443,388,511,15354,6304,83,7044,8947,8774,7027,4462,8082,5934,7969,8825,10495,8966,7596,10069,8459,337750
Lineups,-203995-1628970-1629684-1630544-1641706-,V. Micic - M. Bridges - G. Williams - T. Mann - B. Miller,1610612766,CHA,15,4,11,0.267,111.0,112.4,109.3,126.9,125.8,-14.5,-16.6,0.695,2.06,21.1,0.113,0.647,0.404,0.135,0.593,0.625,100.4,102.26,85.21,237,0.444,154,709,15844,8700,84,6746,10707,9565,5324,2419,4575,8881,9222,10216,9584,5482,5767,9435,8456,333045
Lineups,-202710-1628389-1628997-1629639-1631107-,J. Butler - B. Adebayo - C. Martin - T. Herro - N. Jovic,1610612748,MIA,8,4,4,0.5,109.0,117.2,115.9,111.2,114.0,6.0,1.9,0.652,2.42,19.3,0.228,0.696,0.474,0.109,0.553,0.602,95.9,95.23,79.36,220,0.524,606,709,15028,6304,85,5938,8988,6561,6555,2120,5970,7336,7786,8690,8306,6397,6317,12503,6736,328130
Lineups,-203944-1628404-1628973-1629011-1629656-,J. Randle - J. Hart - J. Brunson - M. Robinson - Q. Grimes,1610612752,NYK,19,10,9,0.526,109.0,102.0,99.6,114.7,111.8,-12.7,-12.2,0.537,1.57,13.8,0.376,0.765,0.539,0.126,0.46,0.477,95.0,97.44,81.2,223,0.432,87,128,15795,6298,86,9221,8696,9242,7953,3971,9106,4099,6254,5468,9335,9284,10166,11672,8648,328085
Lineups,-202699-203954-1626162-1629001-1630178-,T. Harris - J. Embiid - K. Oubre Jr. - D. Melton - T. Maxey,1610612755,PHI,10,8,2,0.8,109.0,116.8,119.7,118.5,118.3,-1.7,1.3,0.619,2.07,18.5,0.245,0.745,0.495,0.121,0.551,0.614,106.9,105.72,88.1,239,0.509,388,219,12377,4934,87,5498,9625,6605,6925,2416,6314,7187,7141,8380,8877,6416,6067,7645,7022,326220
Lineups,-202685-203468-1627742-1630529-1630530-,J. Valančiūnas - C. McCollum - B. Ingram - H. Jones - T. Murphy III,1610612740,NOP,28,18,10,0.643,108.0,116.1,112.2,99.1,96.4,17.0,15.7,0.711,2.88,21.4,0.229,0.815,0.54,0.104,0.57,0.594,97.4,100.49,83.74,230,0.581,32,28,15824,5936,88,6423,5816,5463,5202,1732,4518,7331,5432,5459,8192,6035,6609,10284,5662,325280
Lineups,-201939-202691-1626172-1630228-1641764-,S. Curry - K. Thompson - K. Looney - J. Kuminga - B. Podziemski,1610612744,GSW,18,10,8,0.556,108.0,115.5,113.5,133.4,132.6,-17.9,-19.1,0.701,2.43,20.6,0.293,0.747,0.502,0.122,0.545,0.57,99.9,101.11,84.26,229,0.428,99,128,15743,6234,89,6231,11173,9833,5244,2113,4774,5910,7135,6093,8897,6584,7218,10001,8782,324720
Lineups,-203084-1627734-1628989-1630558-1631099-,H. Barnes - D. Sabonis - K. Huerter - D. Mitchell - K. Murray,1610612758,SAC,18,10,8,0.556,106.0,98.7,95.9,110.6,110.0,-11.9,-14.1,0.741,2.14,19.8,0.193,0.798,0.468,0.127,0.49,0.508,97.6,99.27,82.73,220,0.405,99,128,15743,6234,90,9308,8523,9383,4896,2374,5828,8059,5938,8825,9349,8968,8826,10905,9136,318400
Lineups,-203497-1626157-1629638-1630162-1630183-,R. Gobert - K. Towns - N. Alexander-Walker - A. Edwards - J. McDaniels,1610612750,MIN,25,13,12,0.52,106.0,127.3,122.8,120.1,116.4,7.2,6.4,0.633,2.38,20.9,0.241,0.714,0.505,0.121,0.631,0.662,95.1,98.33,81.94,215,0.537,40,66,15864,6302,91,5022,9288,6271,6733,2152,4661,7212,7415,6083,8862,4592,4855,11276,6497,317775
Lineups,-201143-201950-1628369-1630202-1630573-,A. Horford - J. Holiday - J. Tatum - P. Pritchard - S. Hauser,1610612738,BOS,32,25,7,0.781,105.0,126.9,123.8,107.2,107.0,19.6,16.8,0.692,2.25,20.9,0.309,0.661,0.505,0.133,0.628,0.657,95.6,96.86,80.71,210,0.563,26,15,15669,5039,92,4936,8137,5270,5328,2268,4677,5714,9144,6086,9451,4612,4968,11894,5975,315935
Lineups,-1626167-1627783-1629614-1630169-1631097-,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - B. Mathurin,1610612754,IND,9,6,3,0.667,104.0,108.9,108.4,109.4,108.3,-0.6,0.2,0.63,2.07,18.5,0.268,0.711,0.491,0.124,0.51,0.552,104.7,105.51,87.92,225,0.519,486,376,14293,5383,93,6853,8259,6679,6756,2415,6284,6303,7641,8416,8924,7088,7690,7751,6847,310500
Lineups,-1627749-1629027-1630168-1630180-1630552-,D. Murray - T. Young - O. Okongwu - S. Bey - J. Johnson,1610612737,ATL,14,8,6,0.571,103.0,121.3,119.9,118.7,119.4,2.6,0.5,0.681,2.3,19.2,0.318,0.704,0.516,0.119,0.536,0.596,104.8,105.09,87.58,226,0.505,183,219,15552,6181,94,5493,9693,6657,5423,2247,6014,5627,7686,5971,8823,6738,6539,7981,7074,310355
Lineups,-1629640-1630170-1631103-1631110-1641705-,K. Johnson - D. Vassell - M. Branham - J. Sochan - V. Wembanyama,1610612759,SAS,13,5,8,0.385,103.0,100.7,101.3,104.6,103.9,-3.9,-2.6,0.671,1.5,18.4,0.222,0.737,0.486,0.167,0.518,0.551,106.9,106.87,89.06,228,0.483,217,511,15743,8086,95,7349,7875,8463,5462,4000,6322,7366,7183,8459,10617,7026,7724,7117,7711,307875
Lineups,-203471-1627751-1627783-1628384-1629018-,D. Schroder - J. Poeltl - P. Siakam - O. Anunoby - G. Trent Jr.,1610612761,TOR,24,10,14,0.417,102.0,105.1,100.4,119.3,115.5,-14.2,-15.1,0.648,1.97,18.8,0.264,0.765,0.482,0.133,0.523,0.541,100.8,104.84,87.36,226,0.43,45,128,15879,7950,97,7358,9238,9484,6573,3556,6150,6353,6254,8540,9448,6969,7968,8100,8670,305620
Lineups,-203914-204060-1628371-1629021-1630175-,G. Harris - J. Ingles - J. Isaac - M. Wagner - C. Anthony,1610612753,ORL,18,13,5,0.722,102.0,108.7,105.8,104.9,101.8,3.8,4.0,0.671,1.46,18.2,0.384,0.75,0.568,0.174,0.542,0.581,102.0,104.97,87.47,224,0.54,99,66,15354,5300,99,7133,7764,6433,5462,4372,6367,4080,6347,4867,11261,6614,6955,8042,6426,305235
Lineups,-203944-1628392-1628973-1628978-1629628-,J. Randle - I. Hartenstein - J. Brunson - D. DiVincenzo - R. Barrett,1610612752,NYK,10,4,6,0.4,102.0,112.2,117.0,125.9,127.4,-13.7,-10.4,0.57,1.56,16.6,0.384,0.758,0.559,0.152,0.515,0.573,107.1,104.27,86.89,224,0.468,388,709,15552,7959,96,5724,10851,9121,7737,3983,7858,4079,6326,4996,10346,7055,7098,8373,7951,305910
Lineups,-1628970-1628998-1630208-1630544-1641706-,M. Bridges - C. Martin - N. Richards - T. Mann - B. Miller,1610612766,CHA,8,5,3,0.625,102.0,101.7,102.4,109.9,109.0,-8.2,-6.6,0.655,1.72,19.2,0.238,0.676,0.46,0.155,0.508,0.532,98.2,98.26,81.89,206,0.461,606,511,14293,5964,98,7317,8333,8769,6536,3768,5973,7223,7985,9034,10479,7096,8226,11302,8110,305550
Lineups,-1629048-1629643-1630591-1631094-1631216-,G. Bitadze - C. Okeke - J. Suggs - P. Banchero - C. Houstan,1610612753,ORL,8,2,6,0.25,101.0,109.6,112.4,112.9,113.2,-3.3,-0.8,0.518,2.26,15.8,0.316,0.818,0.532,0.098,0.503,0.519,93.9,92.59,77.16,193,0.458,606,1678,15552,8704,101,6417,8915,8332,8013,2265,8070,5647,5371,5690,7893,7110,8482,13365,8163,303280
Lineups,-2544-203076-1627752-1629629-1630559-,L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,1610612747,LAL,12,6,6,0.5,101.0,111.6,112.3,123.5,124.8,-11.9,-12.5,0.714,2.41,21.5,0.255,0.756,0.484,0.127,0.548,0.577,102.4,101.61,84.67,212,0.457,265,376,15552,6304,102,6419,10308,9301,5020,2125,4362,6425,6338,8498,9353,6500,7031,9761,8183,301870
Lineups,-1628983-1629652-1630198-1631096-1631114-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,1610612760,OKC,37,28,9,0.757,101.0,126.6,122.3,108.8,106.3,17.8,16.0,0.42,1.83,13.6,0.248,0.708,0.472,0.095,0.57,0.641,106.8,110.04,91.7,242,0.601,15,8,15795,5068,100,5044,8098,5441,10071,3643,9157,7184,7650,8748,7797,6026,5320,5924,5259,304245
Lineups,-203468-1626204-1629627-1630529-1630530-,C. McCollum - L. Nance Jr. - Z. Williamson - H. Jones - T. Murphy III,1610612740,NOP,15,8,7,0.533,100.0,122.3,124.2,112.6,108.8,9.7,15.5,0.616,2.79,19.3,0.245,0.788,0.494,0.096,0.576,0.615,95.5,96.46,80.38,198,0.552,154,219,15669,6291,103,4917,8326,5479,6934,1766,5959,7190,5984,8385,7844,5857,6066,12027,6203,300810
Lineups,-1630165-1630191-1630595-1631105-1641709-,K. Hayes - I. Stewart - C. Cunningham - J. Duren - A. Thompson,1610612765,DET,8,2,6,0.25,100.0,101.5,101.8,109.8,112.0,-8.2,-10.1,0.731,1.48,21.3,0.34,0.721,0.54,0.212,0.532,0.551,105.2,104.02,86.69,217,0.485,606,1678,15552,8704,104,7341,8723,9108,4941,4370,4524,4464,7386,5458,12426,6820,7734,8495,7675,300395
