GROUP_SET,GROUP_ID,lineup,TEAM_ID,team,GP,W,L,W_PCT,minutes,E_OFF_RATING,off_rtg,E_DEF_RATING,def_rtg,E_NET_RATING,net_rtg,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1628368-1630170-1630577-1641705-1642264-,D. Fox - D. Vassell - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,28,22,6,0.786,280.0,126.1,125.8,107.8,107.7,18.3,18.1,0.708,2.76,22.4,0.273,0.75,0.539,0.117,0.614,0.646,104.2,104.32,86.93,608,0.595,12,8,18209,6154,13,5314,9770,6258,6297,1774,4492,7697,6756,6434,10009,5919,6121,10364,6612,839970
Lineups,-1626164-1626220-1628415-1631109-1631221-,D. Booker - R. O'Neale - D. Brooks - M. Williams - C. Gillespie,1610612756,PHX,28,19,9,0.679,266.0,114.4,114.8,105.0,104.9,9.3,9.9,0.634,1.88,19.6,0.24,0.711,0.481,0.144,0.57,0.601,103.9,103.8,86.5,575,0.546,12,11,18428,6512,14,7038,9487,7051,7918,3699,6693,8795,8117,9921,11522,7091,7436,10633,7583,798390
Lineups,-201142-1630578-1631095-1641708-1642263-,K. Durant - A. Sengun - J. Smith Jr. - A. Thompson - R. Sheppard,1610612745,HOU,42,23,19,0.548,254.0,114.0,114.6,122.9,120.5,-8.9,-5.9,0.675,2.08,20.1,0.306,0.691,0.489,0.137,0.562,0.597,102.2,102.83,85.69,561,0.502,3,7,18489,7534,15,7048,11579,10153,6533,2386,5515,7199,8391,9816,10898,7311,7596,11276,8345,761105
Lineups,-1628976-1630217-1630591-1631094-1641783-,W. Carter Jr. - D. Bane - J. Suggs - P. Banchero - T. da Silva,1610612753,ORL,20,12,8,0.6,239.0,113.7,115.3,108.5,106.8,5.2,8.5,0.659,1.67,19.3,0.282,0.726,0.521,0.161,0.561,0.611,102.7,102.79,85.65,510,0.542,38,47,18380,7266,16,7005,9657,7152,7737,3899,6798,7648,7804,6873,11956,7325,7239,11284,7688,715900
Lineups,-1628976-1630217-1630591-1631094-1641710-,W. Carter Jr. - D. Bane - J. Suggs - P. Banchero - A. Black,1610612753,ORL,19,10,9,0.526,228.0,110.0,110.2,104.6,105.3,5.4,5.0,0.724,2.04,20.5,0.185,0.734,0.466,0.136,0.553,0.598,104.9,104.44,87.03,499,0.538,48,86,18428,7562,17,7690,9512,7458,6070,2395,5462,9637,7681,10231,10840,7474,7594,10292,7783,684580
Lineups,-2544-203935-1629028-1629029-1631222-,L. James - M. Smart - D. Ayton - L. Dončić - J. LaRavia,1610612747,LAL,18,11,7,0.611,226.0,117.2,115.4,120.6,120.9,-3.4,-5.5,0.665,2.07,20.9,0.303,0.741,0.538,0.144,0.583,0.617,101.2,101.8,84.83,479,0.51,62,72,18319,7263,18,6956,11597,10119,7726,2387,5304,7219,7620,6541,11519,6610,7008,11714,8267,676855
Lineups,-1627759-1628401-1629674-1630202-1630573-,J. Brown - D. White - N. Queta - P. Pritchard - S. Hauser,1610612738,BOS,35,25,10,0.714,200.0,123.3,122.6,105.0,104.7,18.3,17.9,0.589,2.46,19.5,0.295,0.705,0.517,0.112,0.601,0.624,97.7,98.11,81.76,411,0.601,7,5,18449,6425,19,5896,9469,6265,8648,2132,6716,7340,8174,6953,9935,6133,6854,13499,6392,598810
Lineups,-1627759-1628401-1629674-1630202-1641775-,J. Brown - D. White - N. Queta - P. Pritchard - J. Walsh,1610612738,BOS,26,15,11,0.577,192.0,117.9,116.8,114.7,114.4,3.2,2.3,0.574,1.87,18.3,0.344,0.659,0.51,0.139,0.576,0.596,96.3,96.9,80.75,388,0.514,18,22,18465,7443,20,6666,10706,7652,8740,3704,7269,5655,9834,7033,10947,6898,7636,14010,8206,576615
Lineups,-1629638-1630168-1630249-1630552-1630700-,N. Alexander-Walker - O. Okongwu - V. Krejčí - J. Johnson - D. Daniels,1610612737,ATL,28,12,16,0.429,189.0,102.2,101.7,105.5,105.6,-3.3,-3.9,0.74,1.91,19.6,0.244,0.705,0.468,0.142,0.501,0.545,103.5,103.73,86.44,408,0.49,12,47,18486,9384,21,8429,9556,9987,5958,3682,6702,8768,8175,10163,10978,8154,9151,10681,8917,568485
Lineups,-202331-203954-1630178-1631230-1642845-,P. George - J. Embiid - T. Maxey - D. Barlow - V. Edgecombe,1610612755,PHI,16,9,7,0.563,189.0,114.5,115.4,114.9,114.2,-0.4,1.2,0.619,2.17,19.2,0.266,0.693,0.48,0.123,0.541,0.58,99.6,99.46,82.89,389,0.497,87,118,18319,7511,22,6957,10521,7706,8097,2327,6873,7823,8333,9925,10187,7714,8151,12866,8836,566795
Lineups,-2544-203935-1629028-1629029-1630559-,L. James - M. Smart - D. Ayton - L. Dončić - A. Reaves,1610612747,LAL,16,12,4,0.75,188.0,118.7,118.8,107.9,108.3,10.9,10.5,0.589,2.52,19.4,0.237,0.764,0.501,0.105,0.591,0.615,101.9,101.65,84.71,399,0.558,87,47,17713,6177,23,6487,9808,6983,8646,1922,6767,8809,6695,7076,9462,6479,7038,11775,7354,563805
Lineups,-203994-1628374-1629004-1641718-1642846-,J. Nurkić - L. Markkanen - S. Mykhailiuk - K. George - A. Bailey,1610612762,UTA,18,7,11,0.389,179.0,106.4,109.8,117.7,118.2,-11.3,-8.5,0.741,2.12,20.7,0.321,0.789,0.533,0.145,0.513,0.543,109.4,107.51,89.59,400,0.46,62,237,18465,9568,24,7780,11202,10370,5953,2376,5382,7060,6406,6655,11530,8105,9209,8706,9472,536455
Lineups,-202699-1629130-1631105-1641709-1642450-,T. Harris - D. Robinson - J. Duren - A. Thompson - D. Jenkins,1610612765,DET,20,18,2,0.9,178.0,125.8,126.5,98.4,97.3,27.4,29.2,0.727,2.51,23.0,0.373,0.785,0.594,0.138,0.594,0.633,100.2,100.45,83.71,370,0.661,38,17,14781,5930,25,5275,7012,5269,6009,1924,4365,5436,6460,5092,10903,6434,6525,12423,5539,532540
Lineups,-1628976-1630217-1631094-1641710-1641783-,W. Carter Jr. - D. Bane - P. Banchero - A. Black - T. da Silva,1610612753,ORL,26,10,16,0.385,175.0,113.4,116.2,106.6,107.0,6.8,9.2,0.66,2.24,20.4,0.266,0.697,0.487,0.128,0.562,0.594,99.3,97.94,81.62,358,0.548,18,86,18486,9569,26,6892,9665,7093,7731,2295,5482,7822,8306,9834,10622,7314,7718,13571,7566,526355
Lineups,-203507-1626167-1629645-1631157-1631260-,G. Antetokounmpo - M. Turner - K. Porter Jr. - R. Rollins - A. Green,1610612749,MIL,13,8,5,0.615,173.0,118.2,120.6,109.2,109.4,9.0,11.2,0.628,1.92,19.2,0.283,0.754,0.523,0.14,0.583,0.616,101.5,100.29,83.58,364,0.544,166,167,18030,7255,27,6103,9956,6909,7945,3678,6868,7641,6749,6824,10960,6807,7031,12483,7661,520465
Lineups,-203999-1627750-1629661-1631212-1642461-,N. Jokić - J. Murray - C. Johnson - P. Watson - S. Jones,1610612743,DEN,13,9,4,0.692,171.0,135.3,136.7,115.5,116.6,19.8,20.1,0.676,2.56,23.7,0.305,0.695,0.522,0.136,0.683,0.698,101.3,100.28,83.57,354,0.572,166,118,17713,6498,28,4127,10853,6015,6528,1910,4023,7207,8324,6835,10835,4364,4789,12488,6986,513360
Lineups,-203507-1626167-1629018-1631157-1631260-,G. Antetokounmpo - M. Turner - G. Trent Jr. - R. Rollins - A. Green,1610612749,MIL,17,9,8,0.529,169.0,114.1,114.6,120.7,123.6,-6.6,-9.0,0.604,1.55,18.2,0.264,0.661,0.47,0.16,0.602,0.616,101.1,99.65,83.04,350,0.443,73,118,18380,7558,29,7051,11851,10408,8189,4147,7594,7826,9828,10145,11928,6130,7027,12795,9802,507220
Lineups,-1628392-1628983-1629652-1631096-1641717-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - C. Holmgren - C. Wallace,1610612760,OKC,16,16,0,1.0,167.0,118.8,120.9,100.6,102.3,18.2,18.6,0.617,2.33,20.2,0.295,0.701,0.511,0.123,0.581,0.613,102.4,100.68,83.9,350,0.6,87,20,1,1,30,6085,9330,6234,8112,2244,5510,7339,8196,7030,10182,6816,7186,12279,6581,499865
Lineups,-201950-203924-1630166-1641739-1642270-,J. Holiday - J. Grant - D. Avdija - T. Camara - D. Clingan,1610612757,POR,23,13,10,0.565,160.0,118.6,120.7,121.0,119.0,-2.4,1.7,0.658,1.61,19.4,0.388,0.738,0.56,0.178,0.573,0.609,103.6,103.6,86.33,343,0.499,26,30,18449,7508,31,6098,11246,7679,7741,4071,6740,5193,7647,5898,12805,6927,7275,10744,8825,479555
Lineups,-1627742-1629628-1630193-1630567-1642867-,B. Ingram - R. Barrett - I. Quickley - S. Barnes - C. Murray-Boyles,1610612761,TOR,19,10,9,0.526,157.0,110.4,110.4,105.0,106.2,5.4,4.2,0.676,2.23,20.3,0.244,0.722,0.489,0.128,0.551,0.578,103.7,103.13,85.94,337,0.523,48,86,18428,7562,32,7677,9584,7524,6527,2297,5488,8769,7832,9805,10599,7509,8209,10949,8039,471950
Lineups,-203954-1626162-1630178-1631230-1642845-,J. Embiid - K. Oubre Jr. - T. Maxey - D. Barlow - V. Edgecombe,1610612755,PHI,15,12,3,0.8,153.0,120.5,119.3,108.2,109.1,12.4,10.1,0.671,4.0,21.3,0.21,0.706,0.461,0.075,0.562,0.597,99.9,100.0,83.34,322,0.574,106,47,16929,6046,33,6454,9948,6998,6541,573,5172,9088,8139,10353,8395,7312,7618,12605,6964,460065
Lineups,-201950-1630166-1631101-1641739-1642270-,J. Holiday - D. Avdija - S. Sharpe - T. Camara - D. Clingan,1610612757,POR,16,7,9,0.438,150.0,112.1,114.2,117.2,116.9,-5.1,-2.7,0.626,1.4,17.9,0.394,0.744,0.561,0.187,0.54,0.571,106.9,106.06,88.38,331,0.464,87,237,18428,9383,34,7224,11057,9896,7946,4598,7642,5172,7608,5892,13067,7727,8425,9449,9379,450105
Lineups,-203952-1628389-1629639-1630558-1641796-,A. Wiggins - B. Adebayo - T. Herro - D. Mitchell - P. Larsson,1610612748,MIA,12,5,7,0.417,148.0,112.3,110.7,108.9,108.5,3.4,2.2,0.699,3.17,21.0,0.183,0.748,0.446,0.092,0.541,0.57,105.0,105.98,88.31,327,0.512,202,449,18319,9422,35,7647,9867,7665,6394,1076,5293,9641,7601,10633,9043,7717,8432,9482,8242,445000
Lineups,-1628976-1630217-1630532-1630591-1631094-,W. Carter Jr. - D. Bane - F. Wagner - J. Suggs - P. Banchero,1610612753,ORL,15,7,8,0.467,147.0,118.1,119.6,108.1,107.5,10.0,12.1,0.667,1.96,19.9,0.282,0.732,0.512,0.142,0.575,0.628,109.1,108.74,90.61,331,0.576,106,237,18380,9342,36,6431,9716,6848,6542,3668,6655,7649,7720,7015,10976,6901,6615,8124,6934,439670
Lineups,-1629008-1629651-1641730-1642849-1642856-,M. Porter Jr. - N. Claxton - N. Clowney - N. Traore - E. Dëmin,1610612751,BKN,8,2,6,0.25,143.0,107.7,108.0,132.3,132.6,-24.6,-24.5,0.692,2.13,20.1,0.207,0.696,0.423,0.13,0.54,0.569,100.3,100.04,83.37,299,0.372,509,1801,18209,10214,37,7966,12889,11780,6447,2367,5511,9101,8309,11350,10655,7728,8451,12597,11130,429675
Lineups,-203952-1626181-1628389-1630558-1642276-,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - K. Ware,1610612748,MIA,15,8,7,0.533,142.0,112.0,113.9,113.5,115.3,-1.5,-1.4,0.711,2.17,19.9,0.327,0.759,0.522,0.135,0.529,0.556,106.3,104.62,87.18,310,0.486,106,167,18319,7551,38,7236,10755,9817,6285,2327,6656,7041,6726,6828,10834,7924,8899,10210,8983,424635
Lineups,-1629627-1630180-1630529-1630530-1642852-,Z. Williamson - S. Bey - H. Jones - T. Murphy III - D. Queen,1610612740,NOP,12,5,7,0.417,139.0,114.8,115.8,121.5,120.7,-6.7,-4.9,0.695,2.87,20.9,0.258,0.674,0.461,0.104,0.529,0.568,103.4,103.34,86.11,298,0.469,202,449,18319,9422,39,6937,11583,10054,6404,1736,5317,7868,8498,10351,9452,7926,8456,10853,9292,416660
Lineups,-203084-1628368-1630577-1641705-1642264-,H. Barnes - D. Fox - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,19,13,6,0.684,136.0,131.7,133.8,112.2,113.1,19.5,20.6,0.728,3.67,24.3,0.183,0.696,0.466,0.094,0.658,0.689,102.5,101.33,84.44,287,0.575,48,30,18209,6510,40,4278,10448,5990,6008,924,3904,9640,8308,10230,9068,5034,5087,11971,6943,409290
Lineups,-1626167-1628398-1629018-1631157-1631260-,M. Turner - K. Kuzma - G. Trent Jr. - R. Rollins - A. Green,1610612749,MIL,22,10,12,0.455,135.0,102.9,102.4,111.0,109.4,-8.0,-7.1,0.602,2.13,17.4,0.168,0.667,0.41,0.108,0.529,0.552,104.5,105.48,87.9,297,0.435,32,86,18469,9351,41,8410,9957,10227,8193,2368,7862,9729,8504,11547,9550,7925,8990,9759,9948,405465
Lineups,-203084-1630170-1630577-1641705-1642264-,H. Barnes - D. Vassell - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,17,12,5,0.706,133.0,116.0,114.7,101.6,102.9,14.4,11.8,0.635,1.43,18.6,0.297,0.747,0.549,0.178,0.6,0.636,102.1,102.1,85.08,286,0.602,73,47,18030,6477,42,7046,9358,6869,7917,4572,7176,7330,7604,6203,12810,6395,6423,11558,6390,398445
Lineups,-2544-1629028-1629029-1629060-1630559-,L. James - D. Ayton - L. Dončić - R. Hachimura - A. Reaves,1610612747,LAL,20,14,6,0.7,132.0,105.8,103.4,119.8,118.6,-14.0,-15.2,0.587,1.51,18.1,0.222,0.712,0.479,0.16,0.565,0.586,104.0,105.68,88.07,293,0.437,38,27,18209,6481,43,8362,11215,10959,8664,4157,7597,8906,8113,9948,11954,7179,7924,9668,9920,397205
Lineups,-201566-201942-1630173-1631099-1642875-,R. Westbrook - D. DeRozan - P. Achiuwa - K. Murray - M. Raynaud,1610612758,SAC,12,2,10,0.167,130.0,98.0,99.3,120.3,121.4,-22.3,-22.1,0.582,1.64,16.5,0.312,0.75,0.511,0.142,0.455,0.49,103.0,101.85,84.88,275,0.404,202,1801,18449,10474,44,10635,11623,11617,8713,4053,8960,7146,6756,7028,10974,10680,11511,11681,10523,389500
Lineups,-1627759-1628369-1628401-1629674-1630573-,J. Brown - J. Tatum - D. White - N. Queta - S. Hauser,1610612738,BOS,11,9,2,0.818,129.0,114.3,116.1,112.2,110.7,2.1,5.4,0.576,2.06,17.8,0.292,0.808,0.558,0.12,0.542,0.58,101.7,101.58,84.65,274,0.526,257,118,14781,6040,46,6904,10098,7424,8736,2389,7681,7369,5897,5925,10131,7676,8148,11829,7979,387000
Lineups,-204001-1629638-1630552-1630700-1642258-,K. Porziņģis - N. Alexander-Walker - J. Johnson - D. Daniels - Z. Risacher,1610612737,ATL,11,6,5,0.545,129.0,119.6,120.6,115.7,115.5,3.9,5.0,0.685,2.72,21.0,0.294,0.719,0.509,0.111,0.56,0.6,106.1,105.73,88.11,287,0.534,257,322,18030,7535,45,6108,10805,7437,6475,1805,5294,7343,7845,7040,9934,7330,7547,9633,7836,388145
Lineups,-203952-1626181-1628389-1629639-1630558-,A. Wiggins - N. Powell - B. Adebayo - T. Herro - D. Mitchell,1610612748,MIA,10,4,6,0.4,126.0,118.4,116.4,114.6,114.6,3.8,1.8,0.585,2.56,18.0,0.207,0.75,0.471,0.094,0.563,0.607,107.5,108.46,90.39,287,0.5,328,685,18209,9432,47,6887,10714,7678,8668,1911,7621,9100,6756,10086,9068,7190,7325,8285,8351,377045
Lineups,-203083-1626162-1630178-1631230-1642845-,A. Drummond - K. Oubre Jr. - T. Maxey - D. Barlow - V. Edgecombe,1610612755,PHI,8,2,6,0.25,125.0,110.4,111.7,110.8,113.4,-0.4,-1.6,0.49,1.31,14.0,0.355,0.656,0.494,0.148,0.502,0.544,102.4,100.6,83.84,264,0.477,509,1801,18209,10214,48,7506,10483,9825,11321,4837,10334,5593,9843,9772,11572,8153,9154,12316,9145,376450
Lineups,-201939-202710-203110-1630541-1642366-,S. Curry - J. Butler III - D. Green - M. Moody - Q. Post,1610612744,GSW,17,10,7,0.588,125.0,112.8,113.5,121.1,119.9,-8.3,-6.5,0.759,2.3,21.7,0.244,0.786,0.5,0.135,0.549,0.59,105.9,106.09,88.41,275,0.478,73,86,18319,7427,49,7265,11285,10190,5316,2251,4985,8765,6413,7078,10814,7572,7847,9438,9117,373950
Lineups,-1626164-1626220-1630224-1631221-1642345-,D. Booker - R. O'Neale - J. Green - C. Gillespie - O. Ighodaro,1610612756,PHX,11,6,5,0.545,123.0,122.9,125.5,116.9,115.8,6.0,9.7,0.746,3.5,23.6,0.224,0.754,0.477,0.097,0.612,0.635,104.5,103.89,86.58,267,0.53,257,322,18030,7535,50,5325,10816,7065,5947,947,4049,8905,6748,9995,9128,5937,6452,10588,7902,369390
Lineups,-1626220-1628415-1628960-1631109-1631221-,R. O'Neale - D. Brooks - G. Allen - M. Williams - C. Gillespie,1610612756,PHX,11,4,7,0.364,122.0,108.5,108.3,127.1,126.3,-18.6,-17.9,0.643,1.91,17.9,0.272,0.676,0.448,0.131,0.517,0.545,99.1,99.52,82.94,252,0.388,257,685,18319,9602,51,7894,12373,11256,7809,3683,7647,7777,8491,10622,10688,8071,9152,12841,10845,366785
Lineups,-201566-201942-203897-1630173-1642875-,R. Westbrook - D. DeRozan - Z. LaVine - P. Achiuwa - M. Raynaud,1610612758,SAC,11,4,7,0.364,122.0,115.2,113.5,120.2,122.3,-5.0,-8.8,0.528,1.63,17.1,0.229,0.667,0.462,0.139,0.576,0.611,100.0,99.93,83.27,252,0.457,257,685,18319,9602,52,7262,11769,10388,9190,4056,8004,8889,8504,10260,10929,6897,7246,12669,9544,366020
Lineups,-201572-202695-1627739-1627884-1628381-,B. Lopez - K. Leonard - K. Dunn - D. Jones Jr. - J. Collins,1610612746,LAC,10,7,3,0.7,121.0,112.7,113.4,107.9,109.1,4.8,4.3,0.588,2.0,18.8,0.189,0.691,0.439,0.126,0.545,0.588,95.7,94.82,79.02,238,0.496,328,237,16929,6481,54,7266,9946,7514,8649,2398,7002,9611,8392,10889,10587,7654,7890,14858,8843,363715
Lineups,-1626157-1628404-1628969-1628973-1630540-,K. Towns - J. Hart - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,15,10,5,0.667,121.0,131.9,132.6,116.0,116.9,15.9,15.8,0.574,2.54,19.3,0.327,0.661,0.502,0.107,0.622,0.659,96.0,95.38,79.48,242,0.592,106,86,18030,6515,55,4772,11058,6514,8739,1919,6801,7043,9827,7075,9547,5834,5855,14650,6661,361590
Lineups,-1626167-1628398-1629645-1631157-1631260-,M. Turner - K. Kuzma - K. Porter Jr. - R. Rollins - A. Green,1610612749,MIL,15,9,6,0.6,121.0,98.5,97.4,115.7,115.6,-17.2,-18.3,0.71,1.57,18.8,0.172,0.734,0.453,0.158,0.53,0.549,103.6,104.25,86.87,265,0.417,106,118,18209,7266,53,10670,10812,11295,6286,4125,7004,9727,7678,10553,11918,7900,9063,10391,10303,363980
Lineups,-1628983-1629652-1631096-1631114-1641717-,S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,1610612760,OKC,13,9,4,0.692,120.0,123.7,123.9,100.3,99.3,23.3,24.6,0.565,2.19,19.3,0.187,0.756,0.496,0.118,0.62,0.659,107.8,108.28,90.24,272,0.617,166,118,17713,6498,56,5782,7044,5718,8939,2322,6797,9632,6740,9766,10016,5850,5854,8344,6173,361055
Lineups,-203999-1627750-1629661-1631124-1631128-,N. Jokić - J. Murray - C. Johnson - J. Strawther - C. Braun,1610612743,DEN,10,4,6,0.4,119.0,123.0,126.7,119.6,120.5,3.4,6.3,0.73,2.54,23.4,0.3,0.769,0.554,0.136,0.619,0.647,105.9,103.96,86.64,258,0.538,328,685,18209,9432,57,5252,11577,7372,6007,1918,4151,7229,6612,6139,10836,5851,6104,10547,7782,358050
Lineups,-1626157-1628384-1628969-1628973-1629013-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,19,11,8,0.579,118.0,107.4,108.1,111.7,108.7,-4.3,-0.6,0.684,1.76,18.0,0.341,0.7,0.508,0.146,0.491,0.543,103.2,104.23,86.86,260,0.494,48,72,18380,7441,59,7963,9871,9765,6495,3794,7624,5672,8197,7051,11540,10300,9201,10401,8863,354355
Lineups,-201566-201942-1630173-1642363-1642875-,R. Westbrook - D. DeRozan - P. Achiuwa - N. Clifford - M. Raynaud,1610612758,SAC,10,2,8,0.2,118.0,115.6,114.6,113.7,113.4,1.9,1.2,0.579,2.19,19.4,0.27,0.82,0.54,0.123,0.561,0.589,105.3,105.82,88.18,260,0.508,328,1801,18380,10402,58,7049,10487,7707,8728,2322,6766,7781,5805,6425,10184,7324,7864,9583,8296,354490
